province,ssp,horizon,mech,ml,n_sp,mech0,ml0,mech_ratio,ml_ratio
Inner Mongolia,ssp585,2080,4.90595708468581,1.06699297837435,195,0.0123509930731723,0.00416988855203948,3.97211548546819,2.55880454611309
Jiangsu,ssp245,2030,1.23926758720393,1.62157043183044,282,0.010735920148578,0.0144704388246495,1.15431893126372,1.12060902332015
Jiangsu,ssp245,2050,2.00862700519913,0.987276225722335,282,0.010735920148578,0.0144704388246495,1.87094070876186,0.682271102961004
Jiangsu,ssp245,2080,4.19558730356196,0.999641631183327,282,0.010735920148578,0.0144704388246495,3.90799041488555,0.690816390087976
Jiangsu,ssp585,2030,1.38008843015864,1.07078862251427,282,0.010735920148578,0.0144704388246495,1.28548686191694,0.739983517770202
Jiangsu,ssp585,2050,4.08797796048324,0.915282407275183,282,0.010735920148578,0.0144704388246495,3.80775741986559,0.632518763505676
Jiangsu,ssp585,2080,34.3169434168225,0.980732991592959,282,0.010735920148578,0.0144704388246495,31.9646038177433,0.677749309110336
Jiangxi,ssp245,2030,0.996588206703829,0.443813636785329,254,0.00942997717084633,0.00557135792098954,1.05682992508707,0.79659868039227
Jiangxi,ssp245,2050,1.46711447497133,1.62077702679965,254,0.00942997717084633,0.00557135792098954,1.55579854371976,2.90912386133644
Jiangxi,ssp245,2080,3.00232872030145,0.984363163354822,254,0.00942997717084633,0.00557135792098954,3.18381334960537,1.76682808269476
Jiangxi,ssp585,2030,1.11841250000131,0.874310926814732,254,0.00942997717084633,0.00557135792098954,1.18601824769946,1.56929592249109
Jiangxi,ssp585,2050,2.60133091159097,0.98137565004808,254,0.00942997717084633,0.00557135792098954,2.75857604367615,1.76146581132554
Jiangxi,ssp585,2080,19.6609135245882,0.98350416762593,254,0.00942997717084633,0.00557135792098954,20.8493755269862,1.76528627593764
Jilin,ssp245,2030,0.973699352735215,0.419093815814805,184,0.00686624226323133,0.00324421502813019,1.41809641344781,1.29181885966526
Jilin,ssp245,2050,1.23227240648211,0.466539794338725,184,0.00686624226323133,0.00324421502813019,1.79468238847458,1.4380668059713
Jilin,ssp245,2080,1.79196047133246,0.835944593057755,184,0.00686624226323133,0.00324421502813019,2.60981247476278,2.57672375539039
Jilin,ssp585,2030,1.04760237294305,0.395450255398274,184,0.00686624226323133,0.00324421502813019,1.5257288233958,1.218939718759
Jilin,ssp585,2050,1.66597387684053,0.860049521788429,184,0.00686624226323133,0.00324421502813019,2.42632551106127,2.6510250224817
Jilin,ssp585,2080,3.86416316961817,0.892352974092912,184,0.00686624226323133,0.00324421502813019,5.62776992345687,2.75059749848709
Liaoning,ssp245,2030,0.828561395430578,0.333607434208317,228,0.00693540305746338,0.00349606973708305,1.19468383966371,0.954235639723431
Liaoning,ssp245,2050,1.10706036651627,1.07244936281635,228,0.00693540305746338,0.00349606973708305,1.59624517471257,3.06758572759808
Liaoning,ssp245,2080,1.82093806704452,0.726964530839356,228,0.00693540305746338,0.00349606973708305,2.62556920190089,2.07937651565812
Liaoning,ssp585,2030,0.905659664375079,0.421376461459307,228,0.00693540305746338,0.00349606973708305,1.30585008091271,1.20528620178751
Liaoning,ssp585,2050,1.63063838066413,0.741338160597687,228,0.00693540305746338,0.00349606973708305,2.35118041035748,2.12049019713269
Liaoning,ssp585,2080,6.03344916482775,0.731644734919986,228,0.00693540305746338,0.00349606973708305,8.69949318711186,2.09276356006112
Ningxia,ssp245,2030,1.10368123597896,0.999766863771418,176,0.00876449584173428,0.0086524648941122,1.25926380240094,1.15547058093438
Ningxia,ssp245,2050,1.36593907060833,0.520101668106773,176,0.00876449584173428,0.0086524648941122,1.55849132143355,0.60110231531906
Ningxia,ssp245,2080,1.61611517655748,1.67084463054462,176,0.00876449584173428,0.0086524648941122,1.8439339874656,1.93106201642216
Ningxia,ssp585,2030,1.19636661514273,0.768912520090287,176,0.00876449584173428,0.0086524648941122,1.36501475583563,0.888662975811106
Ningxia,ssp585,2050,1.58325810394221,1.89474491635337,176,0.00876449584173428,0.0086524648941122,1.80644515387085,2.18983253852056
Ningxia,ssp585,2080,3.54271195625875,1.14581113170557,176,0.00876449584173428,0.0086524648941122,4.04211721955445,1.32425978692531
Qinghai,ssp245,2030,0.90657313612473,0.338917878656907,216,0.00806537820917057,0.00617420102072949,1.12403053224947,0.548925889388784
Qinghai,ssp245,2050,1.34948413369465,1.08565449395596,216,0.00806537820917057,0.00617420102072949,1.67318146613416,1.75837244416071
Qinghai,ssp245,2080,2.56986299494244,1.61561312927882,216,0.00806537820917057,0.00617420102072949,3.18628950595328,2.61671611250508
Qinghai,ssp585,2030,1.0119433734601,0.35963629157373,216,0.00806537820917057,0.00617420102072949,1.25467566085059,0.582482316928577
Qinghai,ssp585,2050,2.35672082201498,1.56707620685834,216,0.00806537820917057,0.00617420102072949,2.92202146123206,2.53810363737264
Qinghai,ssp585,2080,13.8033267074824,1.6386082519872,216,0.00806537820917057,0.00617420102072949,17.1142956343791,2.65395999658203
Shaanxi,ssp245,2030,1.32561129537514,0.414701732838447,258,0.0121462190118162,0.00404655221960681,1.0913777316921,1.0248273353031
Shaanxi,ssp245,2050,1.71856264394589,1.95158387086708,258,0.0121462190118162,0.00404655221960681,1.41489515566451,4.82283130169691
Shaanxi,ssp245,2080,2.62688106940663,1.16359435785345,258,0.0121462190118162,0.00404655221960681,2.16271505301454,2.87552042999835
Shaanxi,ssp585,2030,1.44036261455396,0.575339670298448,258,0.0121462190118162,0.00404655221960681,1.18585266176473,1.42180216410095
Shaanxi,ssp585,2050,2.57755378994969,1.16039035578309,258,0.0121462190118162,0.00404655221960681,2.12210383119403,2.8676025732737
Shaanxi,ssp585,2080,11.3110030490019,1.0501676526953,258,0.0121462190118162,0.00404655221960681,9.31236546780383,2.59521586699639
Shandong,ssp245,2030,0.906117556330165,0.444363456325031,269,0.00856237515268182,0.00667426948540335,1.05825491195204,0.665785907052233
Shandong,ssp245,2050,1.36027573696845,1.15139216935906,269,0.00856237515268182,0.00667426948540335,1.58866636034091,1.72512088682838
Shandong,ssp245,2080,2.69308968273754,0.701759247841542,269,0.00856237515268182,0.00667426948540335,3.14526008813576,1.05143978584666
Shandong,ssp585,2030,1.02047064631431,0.614601776452188,269,0.00856237515268182,0.00667426948540335,1.19180791324553,0.920852503478207
Shandong,ssp585,2050,2.47369605447493,0.697285800801805,269,0.00856237515268182,0.00667426948540335,2.88903021692544,1.04473725900156
Shandong,ssp585,2080,18.9534747115544,0.686197400008256,269,0.00856237515268182,0.00667426948540335,22.1357676737838,1.02812360440191
Shanghai,ssp245,2030,0.811674222146592,0.766689788170092,223,0.00754358090036051,0.00517157223514144,1.07598000587201,1.4825081296561
Shanghai,ssp245,2050,1.32303966115013,0.953395855341591,223,0.00754358090036051,0.00517157223514144,1.75386156604605,1.84353193186234
Shanghai,ssp245,2080,3.03061856280711,1.0009711525286,223,0.00754358090036051,0.00517157223514144,4.01748003081968,1.9355258072717
Shanghai,ssp585,2030,0.92159333577269,1.72591054448733,223,0.00754358090036051,0.00517157223514144,1.22169212201151,3.33730336929177
Shanghai,ssp585,2050,2.75104283164916,1.02052239773194,223,0.00754358090036051,0.00517157223514144,3.64686594866064,1.97333103228718
Shanghai,ssp585,2080,33.3146613521667,1.02218340298228,223,0.00754358090036051,0.00517157223514144,44.1629271193666,1.97654283166814
Shanxi,ssp245,2030,0.495904750741079,0.383165401215687,211,0.00475918189079166,0.00452608544455612,1.04199579280755,0.846571294133545
Shanxi,ssp245,2050,0.649991542990498,1.65624806461017,211,0.00475918189079166,0.00452608544455612,1.36576318767757,3.65933892521245
Shanxi,ssp245,2080,1.0304077399876,1.0321807689519,211,0.00475918189079166,0.00452608544455612,2.16509426122439,2.28051542905224
Shanxi,ssp585,2030,0.537967596944202,0.777784341745414,211,0.00475918189079166,0.00452608544455612,1.13037830721514,1.71844820711663
Shanxi,ssp585,2050,0.985849930975015,1.04263082347475,211,0.00475918189079166,0.00452608544455612,2.07146932728605,2.30360393378964
Shanxi,ssp585,2080,4.85855534594447,0.988808385277458,211,0.00475918189079166,0.00452608544455612,10.2088036503608,2.18468784425353
Sichuan,ssp245,2030,0.669513007640597,2.19284666313127,319,0.00593815563794946,0.00927471678753655,1.12747635538868,2.36432735722781
Sichuan,ssp245,2050,1.04570255192492,1.22230209207285,319,0.00593815563794946,0.00927471678753655,1.76098879127058,1.31788616307442
Sichuan,ssp245,2080,2.31455178586183,1.28188072081559,319,0.00593815563794946,0.00927471678753655,3.89776207795907,1.38212384289533
Sichuan,ssp585,2030,0.759251105587482,2.17204077649558,319,0.00593815563794946,0.00927471678753655,1.27859751727502,2.34189444945035
Sichuan,ssp585,2050,2.14303037429202,1.28286650826203,319,0.00593815563794946,0.00927471678753655,3.60891580644397,1.38318671895831
Sichuan,ssp585,2080,18.0862406060164,1.24174606399523,319,0.00593815563794946,0.00927471678753655,30.457673575329,1.33885065435518
Tianjin,ssp245,2030,0.908099312887915,0.417003794724794,169,0.00861480763795831,0.0039547434629123,1.05411443998665,1.05443955754771
Tianjin,ssp245,2050,1.30289432404208,1.50998412258096,169,0.00861480763795831,0.0039547434629123,1.51238934030437,3.81815947542904
Tianjin,ssp245,2080,2.3856869844268,0.947123464195543,169,0.00861480763795831,0.0039547434629123,2.769286424824,2.39490493650902
Tianjin,ssp585,2030,1.01487570137162,0.724195728709469,169,0.00861480763795831,0.0039547434629123,1.17805962015902,1.83120785330578
Tianjin,ssp585,2050,2.14737546316102,1.01730047467512,169,0.00861480763795831,0.0039547434629123,2.49265631155746,2.57235515834439
Tianjin,ssp585,2080,11.8177019873013,0.896621134528923,169,0.00861480763795831,0.0039547434629123,13.7178942165005,2.26720429008218
Tibet,ssp245,2030,1.71461850968241,0.381146060203719,256,0.015687231177412,0.0182755362275202,1.09300264035841,0.208555336192965
Tibet,ssp245,2050,2.39782214100751,1.17412554845941,256,0.015687231177412,0.0182755362275202,1.52851839428498,0.642457509231033
Tibet,ssp245,2080,4.13203481064553,1.74493060321765,256,0.015687231177412,0.0182755362275202,2.63401154984905,0.954790371945449
Tibet,ssp585,2030,1.84295228151665,0.555929161464519,256,0.015687231177412,0.0182755362275202,1.17481043064522,0.304193077862948
Tibet,ssp585,2050,3.75600995324958,1.75311027851421,256,0.015687231177412,0.0182755362275202,2.39431032205215,0.95926612313257
Tibet,ssp585,2080,15.4201615430393,1.69732968961398,256,0.015687231177412,0.0182755362275202,9.82975349100658,0.928744124650119
Xinjiang,ssp245,2030,0.733336102572041,0.574186576827152,262,0.00643451005523223,0.00508654747160066,1.13969221631059,1.12883361461377
Xinjiang,ssp245,2050,0.818530172054504,1.80750684581612,262,0.00643451005523223,0.00508654747160066,1.27209401341896,3.55350432863909
Xinjiang,ssp245,2080,0.915485867280736,1.09230110116075,262,0.00643451005523223,0.00508654747160066,1.42277478692617,2.14743125324067
Xinjiang,ssp585,2030,0.772035573180973,0.996394083437062,262,0.00643451005523223,0.00508654747160066,1.19983583296011,1.95888092856727
Xinjiang,ssp585,2050,0.934382474675557,1.14349053847383,262,0.00643451005523223,0.00508654747160066,1.45214238015801,2.24806815400465
Xinjiang,ssp585,2080,1.57668512249052,1.14043216560505,262,0.00643451005523223,0.00508654747160066,2.45035769461334,2.24205548453512
Yunnan,ssp245,2030,0.0776398836299222,0.105048003219447,291,0.00123268269073553,0.00348534884452948,0.629844843392708,0.301398820908065
Yunnan,ssp245,2050,0.0978618555847246,0.167716803984105,291,0.00123268269073553,0.00348534884452948,0.793893321616542,0.481205214930923
Yunnan,ssp245,2080,0.17939862356911,0.309250262046642,291,0.00123268269073553,0.00348534884452948,1.45535120203614,0.887286397549658
Yunnan,ssp585,2030,0.0708227748211833,0.140807548528049,291,0.00123268269073553,0.00348534884452948,0.574541813180844,0.403998436911293
Yunnan,ssp585,2050,0.157559093983482,0.410148026173634,291,0.00123268269073553,0.00348534884452948,1.27818046905054,1.17677754643525
Yunnan,ssp585,2080,0.709374079293867,0.565916822488737,291,0.00123268269073553,0.00348534884452948,5.75471761407302,1.6237020962105
Zhejiang,ssp245,2030,1.05336867707868,1.65117578695751,284,0.0093522212333973,0.0130859988743216,1.12632993894225,1.26178811630313
Zhejiang,ssp245,2050,1.6817953580457,0.92428266628265,284,0.0093522212333973,0.0130859988743216,1.79828440332433,0.70631418752171
Zhejiang,ssp245,2080,3.797369539317,0.927937152987333,284,0.0093522212333973,0.0130859988743216,4.06039318847204,0.709106856801129
Zhejiang,ssp585,2030,1.1723930715938,0.997558498712466,284,0.0093522212333973,0.0130859988743216,1.25359852203573,0.762309784902972
Zhejiang,ssp585,2050,3.21066603013329,0.957743321179779,284,0.0093522212333973,0.0130859988743216,3.43305183870953,0.731884000891318
Zhejiang,ssp585,2080,28.8398432634372,1.00004638600143,284,0.0093522212333973,0.0130859988743216,30.8374262581049,0.764210967466766
