grid_cell,province,olap
1732,Xinjiang,7398863035.39905
1733,Xinjiang,7322735996.07345
1734,Xinjiang,7249349571.17361
1735,Xinjiang,7178657281.85532
1736,Xinjiang,7110613184.55515
1737,Xinjiang,7045172013.26558
1738,Xinjiang,6982289305.23137
1739,Xinjiang,6921921511.62161
1740,Xinjiang,6864026094.58418
1741,Xinjiang,6808561612.00133
1742,Xinjiang,6755487791.16724
1743,Xinjiang,6704765592.51632
1744,Xinjiang,6656357264.43531
1745,Xinjiang,6610226390.11672
1746,Xinjiang,6566337927.32385
1747,Xinjiang,6524658241.88241
1803,Xinjiang,4138881410.47638
1804,Xinjiang,7573564323.71949
1805,Xinjiang,7493799111.86451
1806,Xinjiang,7416942569.36262
1807,Xinjiang,7342941958.52354
1808,Xinjiang,7271745342.71344
1809,Xinjiang,7203301725.20442
1810,Xinjiang,7137561170.65348
1811,Xinjiang,7074474910.89811
1812,Xinjiang,7013995436.63345
1813,Xinjiang,6956076576.40012
1814,Xinjiang,6900673564.23262
1815,Xinjiang,6847743097.15984
1816,Xinjiang,6797243383.69982
1817,Xinjiang,6749134184.35642
1818,Xinjiang,6703376845.06511
1819,Xinjiang,6659934324.4301
1874,Xinjiang,77047488.3280103
1875,Xinjiang,3291707914.04739
1876,Xinjiang,7530782505.36129
1877,Xinjiang,7666720964.34663
1878,Xinjiang,7586274995.39071
1879,Xinjiang,7508854739.8098
1880,Xinjiang,7434401745.93128
1881,Xinjiang,7362858800.07562
1882,Xinjiang,7294170041.65939
1883,Xinjiang,7228281062.06036
1884,Xinjiang,7165138988.96459
1885,Xinjiang,7104692557.74067
1886,Xinjiang,7046892171.29627
1887,Xinjiang,6991689949.71059
1888,Xinjiang,6939039770.85804
1889,Xinjiang,6888897303.09882
1890,Xinjiang,6841220031.03479
1891,Xinjiang,6795967275.22993
1948,Xinjiang,3198458881.65974
1949,Xinjiang,7841377075.727
1950,Xinjiang,7757222384.2975
1951,Xinjiang,7676271360.43134
1952,Xinjiang,7598458486.67498
1953,Xinjiang,7523719820.54908
1954,Xinjiang,7451993100.80408
1955,Xinjiang,7383217837.01471
1956,Xinjiang,7317335384.36879
1957,Xinjiang,7254289005.34389
1958,Xinjiang,7194023919.79951
2020,Xinjiang,412243917.415128
2021,Xinjiang,3106562653.25283
2022,Xinjiang,5557177002.71936
2023,Xinjiang,7845057685.31787
2024,Xinjiang,7763782192.71576
2094,Xinjiang,121953467.370593
2095,Xinjiang,7174091378.01691
3007,Taiwan,179803826.019096
3009,Taiwan,3352681.23183385
3078,Taiwan,3446515237.15513
3079,Taiwan,5341138916.97144
3149,Taiwan,776163153.941964
3150,Taiwan,8167208755.412
3151,Taiwan,3385506495.41303
3220,Taiwan,2322704.95591679
3221,Taiwan,2313268939.45717
3222,Taiwan,8632552625.82262
3223,Taiwan,1093531854.77997
3293,Taiwan,230008253.954001
3294,Taiwan,3544016764.67061
3295,Taiwan,51536579.5979915
3366,Taiwan,1193612.38371395
